video_id,subject,full_image_path,prompt
139,a clear glass of water,data/Real_Raw/139/FRAMES/frame_0001.jpg,"A first-person view of a clear glass of water with a small compressed towel tablet being placed inside. The camera smoothly pans to the left, causing the glass to gradually exit the field of view. The camera then pans back to the right, and the glass re-enters the frame, revealing that the compressed towel has absorbed the water and expanded into a full-sized towel."
144,a chocolate sauce bottle held upside-down,data/Real_Raw/144/FRAMES/frame_0001.jpg,"A first-person view of a chocolate sauce bottle held upside-down with its cap open, chocolate slowly dripping out. The camera smoothly pans to the right, causing the chocolate sauce to gradually exit the field of view. The camera then pans back to the left, and the chocolate sauce re-enters the frame, revealing that the chocolate sauce has continued to drip and accumulated into a larger, rounder mound below."
145,a chocolate sauce bottle held upside-down,data/Real_Raw/145/FRAMES/frame_0001.jpg,"A first-person view of a chocolate sauce bottle held upside-down with its cap open, chocolate slowly dripping out. The camera smoothly pans to the left, causing the chocolate sauce to gradually exit the field of view. The camera then pans back to the right, and the chocolate sauce re-enters the frame, revealing that the chocolate sauce has continued to drip and accumulated into a larger, rounder mound below."
146,a chocolate sauce bottle held upside-down,data/Real_Raw/146/FRAMES/frame_0001.jpg,"A first-person view of a chocolate sauce bottle held upside-down with its cap open, chocolate slowly dripping out. The camera smoothly tilts upward, causing the chocolate sauce to gradually exit the field of view. The camera then tilts back down, and the chocolate sauce re-enters the frame, revealing that the chocolate sauce has continued to drip and accumulated into a larger, rounder mound below."
147,a piece of cardboard standing upright,data/Real_Raw/147/FRAMES/frame_0001.jpg,"A first-person view of a piece of cardboard standing upright with black paint applied, slowly dripping downward. The camera smoothly pans to the left, causing the cardboard to gradually exit the field of view. The camera then pans back to the right, and the cardboard re-enters the frame, revealing that the black paint has dripped further down, forming longer, more pronounced streaks on the surface."
148,a piece of cardboard standing upright,data/Real_Raw/148/FRAMES/frame_0001.jpg,"A first-person view of a piece of cardboard standing upright with black paint applied, slowly dripping downward. The camera smoothly pans to the right, causing the cardboard to gradually exit the field of view. The camera then pans back to the left, and the cardboard re-enters the frame, revealing that the black paint has dripped further down, forming longer, more pronounced streaks on the surface."
149,a piece of cardboard standing upright,data/Real_Raw/149/FRAMES/frame_0001.jpg,"A first-person view of a piece of cardboard standing upright with black paint applied, slowly dripping downward. The camera smoothly tilts upward, causing the cardboard to gradually exit the field of view. The camera then tilts back down, and the cardboard re-enters the frame, revealing that the black paint has dripped further down, forming longer, more pronounced streaks on the surface."
154,a stress ball that has been flattened inside a cardboard tube,data/Real_Raw/154/FRAMES/frame_0001.jpg,"A first-person view of a stress ball that has been flattened inside a cardboard tube, being slowly released. The camera smoothly pans to the right, causing the stress ball to gradually exit the field of view. The camera then pans back to the left, and the stress ball re-enters the frame, revealing that the stress ball has slowly recovered its original round shape, fully expanding back to normal."
156,a measuring cup of salt water,data/Real_Raw/156/FRAMES/frame_0001.jpg,"A first-person view of a measuring cup of salt water on a table with milk being dripped in, creating a milky haze. The camera smoothly pans to the left, causing the measuring cup to gradually exit the field of view. The camera then pans back to the right, and the measuring cup re-enters the frame, revealing that the milk has dispersed further into the salt water, forming a larger and denser white haze."
157,a measuring cup of salt water,data/Real_Raw/157/FRAMES/frame_0001.jpg,"A first-person view of a measuring cup of salt water on a table with milk being dripped in, creating a milky haze. The camera smoothly pans to the right, causing the measuring cup to gradually exit the field of view. The camera then pans back to the left, and the measuring cup re-enters the frame, revealing that the milk has dispersed further into the salt water, forming a larger and denser white haze."
158,a measuring cup of salt water,data/Real_Raw/158/FRAMES/frame_0001.jpg,"A first-person view of a measuring cup of salt water on a table with milk being dripped in, creating a milky haze. The camera smoothly tilts upward, causing the measuring cup to gradually exit the field of view. The camera then tilts back down, and the measuring cup re-enters the frame, revealing that the milk has dispersed further into the salt water, forming a larger and denser white haze."
159,a pot of boiling water,data/Real_Raw/159/FRAMES/frame_0001.jpg,"A first-person view of a pot of boiling water with raw shrimp being dropped in. The camera smoothly pans to the left, causing the pot to gradually exit the field of view. The camera then pans back to the right, and the pot re-enters the frame, revealing that the shrimp have turned a vivid red color from the heat of the boiling water."
160,a pot of boiling water,data/Real_Raw/160/FRAMES/frame_0001.jpg,"A first-person view of a pot of boiling water with raw shrimp being dropped in. The camera smoothly pans to the right, causing the pot to gradually exit the field of view. The camera then pans back to the left, and the pot re-enters the frame, revealing that the shrimp have turned a vivid red color from the heat of the boiling water."
165,a glass cup,data/Real_Raw/165/FRAMES/frame_0001.jpg,"A first-person view of a glass cup with a small amount of raw egg liquid, with boiling water being poured in. The camera smoothly pans to the left, causing the glass to gradually exit the field of view. The camera then pans back to the right, and the glass re-enters the frame, revealing that the egg liquid has coagulated into light yellow egg flower wisps floating in the hot water."
166,a glass cup,data/Real_Raw/166/FRAMES/frame_0001.jpg,"A first-person view of a glass cup with a small amount of raw egg liquid, with boiling water being poured in. The camera smoothly pans to the right, causing the glass to gradually exit the field of view. The camera then pans back to the left, and the glass re-enters the frame, revealing that the egg liquid has coagulated into light yellow egg flower wisps floating in the hot water."
167,a glass cup,data/Real_Raw/167/FRAMES/frame_0001.jpg,"A first-person view of a glass cup with a small amount of raw egg liquid, with boiling water being poured in. The camera smoothly tilts upward, causing the glass to gradually exit the field of view. The camera then tilts back down, and the glass re-enters the frame, revealing that the egg liquid has coagulated into light yellow egg flower wisps floating in the hot water."
168,a clear glass,data/Real_Raw/168/FRAMES/frame_0001.jpg,"A first-person view of a clear glass with a small amount of dish soap, with water being poured in. The camera smoothly pans to the left, causing the glass to gradually exit the field of view. The camera then pans back to the right, and the glass re-enters the frame, revealing that the water and dish soap have produced a large amount of dense foam filling the glass."
169,a clear glass,data/Real_Raw/169/FRAMES/frame_0001.jpg,"A first-person view of a clear glass with a small amount of dish soap, with water being poured in. The camera smoothly pans to the right, causing the glass to gradually exit the field of view. The camera then pans back to the left, and the glass re-enters the frame, revealing that the water and dish soap have produced a large amount of dense foam filling the glass."
170,a clear glass,data/Real_Raw/170/FRAMES/frame_0001.jpg,"A first-person view of a clear glass with a small amount of dish soap, with water being poured in. The camera smoothly tilts upward, causing the glass to gradually exit the field of view. The camera then tilts back down, and the glass re-enters the frame, revealing that the water and dish soap have produced a large amount of dense foam filling the glass."
171,a piece of tissue paper laid flat,data/Real_Raw/171/FRAMES/frame_0001.jpg,"A first-person view of a piece of tissue paper laid flat on a table with blue liquid being dripped onto it. The camera smoothly pans to the left, causing the tissue paper to gradually exit the field of view. The camera then pans back to the right, and the tissue paper re-enters the frame, revealing that the blue liquid has rapidly spread and soaked through the tissue, creating a wide blue stain."
172,a piece of tissue paper laid flat,data/Real_Raw/172/FRAMES/frame_0001.jpg,"A first-person view of a piece of tissue paper laid flat on a table with blue liquid being dripped onto it. The camera smoothly pans to the right, causing the tissue paper to gradually exit the field of view. The camera then pans back to the left, and the tissue paper re-enters the frame, revealing that the blue liquid has rapidly spread and soaked through the tissue, creating a wide blue stain."
173,a piece of tissue paper laid flat,data/Real_Raw/173/FRAMES/frame_0001.jpg,"A first-person view of a piece of tissue paper laid flat on a table with blue liquid being dripped onto it. The camera smoothly tilts upward, causing the tissue paper to gradually exit the field of view. The camera then tilts back down, and the tissue paper re-enters the frame, revealing that the blue liquid has rapidly spread and soaked through the tissue, creating a wide blue stain."
178,an empty measuring cup,data/Real_Raw/178/FRAMES/frame_0001.jpg,"A first-person view of an empty measuring cup with beer being poured in, generating a rising head of foam. The camera smoothly pans to the left, causing the measuring cup to gradually exit the field of view. The camera then pans back to the right, and the measuring cup re-enters the frame, revealing that the beer foam has grown substantially, filling a large portion of the cup with dense white froth."
179,an empty measuring cup,data/Real_Raw/179/FRAMES/frame_0001.jpg,"A first-person view of an empty measuring cup with beer being poured in, generating a rising head of foam. The camera smoothly pans to the right, causing the measuring cup to gradually exit the field of view. The camera then pans back to the left, and the measuring cup re-enters the frame, revealing that the beer foam has grown substantially, filling a large portion of the cup with dense white froth."
180,an empty measuring cup,data/Real_Raw/180/FRAMES/frame_0001.jpg,"A first-person view of an empty measuring cup with beer being poured in, generating a rising head of foam. The camera smoothly tilts upward, causing the measuring cup to gradually exit the field of view. The camera then tilts back down, and the measuring cup re-enters the frame, revealing that the beer foam has grown substantially, filling a large portion of the cup with dense white froth."
182,a cup of diluted starch water,data/Real_Raw/182/FRAMES/frame_0001.jpg,"A first-person view of a cup of diluted starch water on a table with iodine solution being poured in. The camera smoothly pans to the right, causing the cup to gradually exit the field of view. The camera then pans back to the left, and the cup re-enters the frame, revealing that the starch and iodine have reacted, turning the liquid a dark grayish-blue color."
191,a container of fire sand,data/Real_Raw/191/FRAMES/frame_0001.jpg,"A first-person view of a container of fire sand on a table with yellow liquid being added. The camera smoothly pans to the right, causing the container to gradually exit the field of view. The camera then pans back to the left, and the container re-enters the frame, revealing that the fire sand has expanded and swelled significantly, turning white and puffing up considerably."
192,a container of fire sand,data/Real_Raw/192/FRAMES/frame_0001.jpg,"A first-person view of a container of fire sand on a table with yellow liquid being added. The camera smoothly tilts upward, causing the container to gradually exit the field of view. The camera then tilts back down, and the container re-enters the frame, revealing that the fire sand has expanded and swelled significantly, turning white and puffing up considerably."
194,a cup of diluted starch water,data/Real_Raw/194/FRAMES/frame_0001.jpg,"A first-person view of a cup of diluted starch water on a table with iodine solution being poured in. The camera smoothly pans to the left, causing the cup to gradually exit the field of view. The camera then pans back to the right, and the cup re-enters the frame, revealing that the starch and iodine have reacted, turning the liquid a dark grayish-blue color."
195,a clear glass of water,data/Real_Raw/195/FRAMES/frame_0001.jpg,"A first-person view of a clear glass of water on a table with potassium permanganate crystals being added. The camera smoothly pans to the left, causing the glass to gradually exit the field of view. The camera then pans back to the right, and the glass re-enters the frame, revealing that the crystals have sunk and dissolved, turning the water a deep, vivid purple color."
200,a glass of purple cabbage juice,data/Real_Raw/200/FRAMES/frame_0001.jpg,"A first-person view of a glass of purple cabbage juice on a table with disinfectant liquid being poured in. The camera smoothly tilts upward, causing the glass to gradually exit the field of view. The camera then tilts back down, and the glass re-enters the frame, revealing that the disinfectant has reacted with the cabbage juice and the liquid has turned a pale yellow color."
204,a piece of cardboard standing upright,data/Real_Raw/204/FRAMES/frame_0001.jpg,"A first-person view of a piece of cardboard standing upright with honey applied to its surface, slowly dripping downward. The camera smoothly pans to the left, causing the cardboard to gradually exit the field of view. The camera then pans back to the right, and the cardboard re-enters the frame, revealing that the honey has dripped noticeably further down, forming longer golden streaks on the cardboard."
205,a piece of cardboard standing upright,data/Real_Raw/205/FRAMES/frame_0001.jpg,"A first-person view of a piece of cardboard standing upright with honey applied to its surface, slowly dripping downward. The camera smoothly pans to the right, causing the cardboard to gradually exit the field of view. The camera then pans back to the left, and the cardboard re-enters the frame, revealing that the honey has dripped noticeably further down, forming longer golden streaks on the cardboard."
206,a piece of cardboard standing upright,data/Real_Raw/206/FRAMES/frame_0001.jpg,"A first-person view of a piece of cardboard standing upright with honey applied to its surface, slowly dripping downward. The camera smoothly tilts upward, causing the cardboard to gradually exit the field of view. The camera then tilts back down, and the cardboard re-enters the frame, revealing that the honey has dripped noticeably further down, forming longer golden streaks on the cardboard."
209,a lit candle,data/Real_Raw/209/FRAMES/frame_0001.jpg,"A first-person view of a lit candle on a table with a plastic cup held over the flame by tongs. The camera smoothly tilts upward, causing the candle and cup to gradually exit the field of view. The camera then tilts back down, and the candle and cup re-enters the frame, revealing that the plastic cup has significantly melted and deformed from the heat, with burn marks and warping visible."
210,a ketchup packet,data/Real_Raw/210/FRAMES/frame_0001.jpg,"A first-person view of a ketchup packet on a table being squeezed with tongs. The camera smoothly pans to the left, causing the ketchup packet to gradually exit the field of view. The camera then pans back to the right, and the ketchup packet re-enters the frame, revealing that significantly more ketchup has been squeezed out of the packet."
211,a ketchup packet,data/Real_Raw/211/FRAMES/frame_0001.jpg,"A first-person view of a ketchup packet on a table being squeezed with tongs. The camera smoothly pans to the right, causing the ketchup packet to gradually exit the field of view. The camera then pans back to the left, and the ketchup packet re-enters the frame, revealing that significantly more ketchup has been squeezed out of the packet."
212,a ketchup packet,data/Real_Raw/212/FRAMES/frame_0001.jpg,"A first-person view of a ketchup packet on a table being squeezed with tongs. The camera smoothly tilts upward, causing the ketchup packet to gradually exit the field of view. The camera then tilts back down, and the ketchup packet re-enters the frame, revealing that significantly more ketchup has been squeezed out of the packet."
214,a facial tissue,data/Real_Raw/214/FRAMES/frame_0001.jpg,"A first-person view of a facial tissue with paint dots on it, with water being dripped directly onto the paint. The camera smoothly pans to the right, causing the tissue to gradually exit the field of view. The camera then pans back to the left, and the tissue re-enters the frame, revealing that the paint has rapidly bled outward in the water, creating large, spreading blotches on the tissue."
216,a cup of diluted starch water,data/Real_Raw/216/FRAMES/frame_0001.jpg,"A first-person view of a cup of diluted starch water on a table with iodine solution being poured in. The camera smoothly pans to the left, causing the cup to gradually exit the field of view. The camera then pans back to the right, and the cup re-enters the frame, revealing that the starch and iodine have reacted, turning the liquid a dark grayish-blue color."
218,a lit candle,data/Real_Raw/218/FRAMES/frame_0001.jpg,"A first-person view of a lit candle on a table with a piece of woven plastic bag held over the flame by tongs. The camera smoothly pans to the right, causing the candle setup to gradually exit the field of view. The camera then pans back to the left, and the candle setup re-enters the frame, revealing that the plastic bag has burned and shrunk considerably, with its woven structure collapsing and contracting."
219,a lit candle,data/Real_Raw/219/FRAMES/frame_0001.jpg,"A first-person view of a lit candle on a table with a piece of woven plastic bag held over the flame by tongs. The camera smoothly tilts upward, causing the candle setup to gradually exit the field of view. The camera then tilts back down, and the candle setup re-enters the frame, revealing that the plastic bag has burned and shrunk considerably, with its woven structure collapsing and contracting."
220,a lit candle standing upright,data/Real_Raw/220/FRAMES/frame_0001.jpg,"A first-person view of a lit candle standing upright on a table with a PE mesh sleeve held over the flame by tongs. The camera smoothly pans to the left, causing the candle setup to gradually exit the field of view. The camera then pans back to the right, and the candle setup re-enters the frame, revealing that the PE mesh has burned and contracted significantly under the heat, shrinking into a denser shape."
221,a lit candle standing upright,data/Real_Raw/221/FRAMES/frame_0001.jpg,"A first-person view of a lit candle standing upright on a table with a PE mesh sleeve held over the flame by tongs. The camera smoothly pans to the right, causing the candle setup to gradually exit the field of view. The camera then pans back to the left, and the candle setup re-enters the frame, revealing that the PE mesh has burned and contracted significantly under the heat, shrinking into a denser shape."
222,a lit candle standing upright,data/Real_Raw/222/FRAMES/frame_0001.jpg,"A first-person view of a lit candle standing upright on a table with a PE mesh sleeve held over the flame by tongs. The camera smoothly tilts upward, causing the candle setup to gradually exit the field of view. The camera then tilts back down, and the candle setup re-enters the frame, revealing that the PE mesh has burned and contracted significantly under the heat, shrinking into a denser shape."
224,a lit candle,data/Real_Raw/224/FRAMES/frame_0001.jpg,"A first-person view of a lit candle on a table with a piece of thermal paper held near the flame by tongs. The camera smoothly pans to the right, causing the candle setup to gradually exit the field of view. The camera then pans back to the left, and the candle setup re-enters the frame, revealing that the heat-sensitive area of the thermal paper has expanded noticeably, showing a much larger blackened region."
225,a lit candle,data/Real_Raw/225/FRAMES/frame_0001.jpg,"A first-person view of a lit candle on a table with a piece of thermal paper held near the flame by tongs. The camera smoothly tilts upward, causing the candle setup to gradually exit the field of view. The camera then tilts back down, and the candle setup re-enters the frame, revealing that the heat-sensitive area of the thermal paper has expanded noticeably, showing a much larger blackened region."
234,a glass of hot water,data/Real_Raw/234/FRAMES/frame_0001.jpg,"A first-person view of a glass of hot water on a table with a laundry pod being dropped in. The camera smoothly pans to the left, causing the glass to gradually exit the field of view. The camera then pans back to the right, and the glass re-enters the frame, revealing that the laundry pod has dissolved, its outer shell breaking open and releasing its contents into the water."
236,a glass of hot water,data/Real_Raw/236/FRAMES/frame_0001.jpg,"A first-person view of a glass of hot water on a table with a laundry pod being dropped in. The camera smoothly tilts upward, causing the glass to gradually exit the field of view. The camera then tilts back down, and the glass re-enters the frame, revealing that the laundry pod has dissolved, its outer shell breaking open and releasing its contents into the water."
237,a glass into which green sparkling water has just been poured,data/Real_Raw/237/FRAMES/frame_0001.jpg,"A first-person view of a glass into which green sparkling water has just been poured, generating abundant bubbles. The camera smoothly pans to the left, causing the glass to gradually exit the field of view. The camera then pans back to the right, and the glass re-enters the frame, revealing that the bubbles have rapidly dissipated and the sparkling water now sits still and flat."
238,a glass into which green sparkling water has just been poured,data/Real_Raw/238/FRAMES/frame_0001.jpg,"A first-person view of a glass into which green sparkling water has just been poured, generating abundant bubbles. The camera smoothly pans to the right, causing the glass to gradually exit the field of view. The camera then pans back to the left, and the glass re-enters the frame, revealing that the bubbles have rapidly dissipated and the sparkling water now sits still and flat."
239,a glass into which green sparkling water has just been poured,data/Real_Raw/239/FRAMES/frame_0001.jpg,"A first-person view of a glass into which green sparkling water has just been poured, generating abundant bubbles. The camera smoothly tilts upward, causing the glass to gradually exit the field of view. The camera then tilts back down, and the glass re-enters the frame, revealing that the bubbles have rapidly dissipated and the sparkling water now sits still and flat."
240,a glass into which purple carbonated drink has just been poured,data/Real_Raw/240/FRAMES/frame_0001.jpg,"A first-person view of a glass into which purple carbonated drink has just been poured, generating abundant foam. The camera smoothly pans to the left, causing the glass to gradually exit the field of view. The camera then pans back to the right, and the glass re-enters the frame, revealing that the foam has completely settled and the carbonated drink sits flat and calm in the glass."
241,a glass into which purple carbonated drink has just been poured,data/Real_Raw/241/FRAMES/frame_0001.jpg,"A first-person view of a glass into which purple carbonated drink has just been poured, generating abundant foam. The camera smoothly pans to the right, causing the glass to gradually exit the field of view. The camera then pans back to the left, and the glass re-enters the frame, revealing that the foam has completely settled and the carbonated drink sits flat and calm in the glass."
243,a glass cup,data/Real_Raw/243/FRAMES/frame_0001.jpg,"A first-person view of a glass cup on a table with water being poured in from a bottle. The camera smoothly pans to the left, causing the cup to gradually exit the field of view. The camera then pans back to the right, and the cup re-enters the frame, revealing that significantly more water has been poured into the cup, raising the water level noticeably."
246,a glass cup,data/Real_Raw/246/FRAMES/frame_0001.jpg,"A first-person view of a glass cup on a table with puffed rice being poured in. The camera smoothly pans to the left, causing the cup to gradually exit the field of view. The camera then pans back to the right, and the cup re-enters the frame, revealing that considerably more puffed rice has been poured into the cup, filling it further."
247,a glass cup,data/Real_Raw/247/FRAMES/frame_0001.jpg,"A first-person view of a glass cup on a table with puffed rice being poured in. The camera smoothly pans to the right, causing the cup to gradually exit the field of view. The camera then pans back to the left, and the cup re-enters the frame, revealing that considerably more puffed rice has been poured into the cup, filling it further."
248,a glass cup,data/Real_Raw/248/FRAMES/frame_0001.jpg,"A first-person view of a glass cup on a table with puffed rice being poured in. The camera smoothly tilts upward, causing the cup to gradually exit the field of view. The camera then tilts back down, and the cup re-enters the frame, revealing that considerably more puffed rice has been poured into the cup, filling it further."
249,a transparent cup,data/Real_Raw/249/FRAMES/frame_0001.jpg,"A first-person view of a transparent cup on a table with yogurt being poured in from above. The camera smoothly pans to the left, causing the cup to gradually exit the field of view. The camera then pans back to the right, and the cup re-enters the frame, revealing that significantly more yogurt has been poured in, raising the level noticeably in the cup."
250,a transparent cup,data/Real_Raw/250/FRAMES/frame_0001.jpg,"A first-person view of a transparent cup on a table with yogurt being poured in from above. The camera smoothly pans to the right, causing the cup to gradually exit the field of view. The camera then pans back to the left, and the cup re-enters the frame, revealing that significantly more yogurt has been poured in, raising the level noticeably in the cup."
251,a transparent cup,data/Real_Raw/251/FRAMES/frame_0001.jpg,"A first-person view of a transparent cup on a table with yogurt being poured in from above. The camera smoothly tilts upward, causing the cup to gradually exit the field of view. The camera then tilts back down, and the cup re-enters the frame, revealing that significantly more yogurt has been poured in, raising the level noticeably in the cup."
252,a piece of cardboard standing upright,data/Real_Raw/252/FRAMES/frame_0001.jpg,"A first-person view of a piece of cardboard standing upright with yogurt applied to its surface, slowly dripping downward. The camera smoothly pans to the left, causing the cardboard to gradually exit the field of view. The camera then pans back to the right, and the cardboard re-enters the frame, revealing that the yogurt has dripped further down the cardboard, forming longer and more pronounced white streaks."
253,a piece of cardboard standing upright,data/Real_Raw/253/FRAMES/frame_0001.jpg,"A first-person view of a piece of cardboard standing upright with yogurt applied to its surface, slowly dripping downward. The camera smoothly pans to the right, causing the cardboard to gradually exit the field of view. The camera then pans back to the left, and the cardboard re-enters the frame, revealing that the yogurt has dripped further down the cardboard, forming longer and more pronounced white streaks."
254,a piece of cardboard standing upright,data/Real_Raw/254/FRAMES/frame_0001.jpg,"A first-person view of a piece of cardboard standing upright with yogurt applied to its surface, slowly dripping downward. The camera smoothly tilts upward, causing the cardboard to gradually exit the field of view. The camera then tilts back down, and the cardboard re-enters the frame, revealing that the yogurt has dripped further down the cardboard, forming longer and more pronounced white streaks."
256,a magnetic drawing board completely covered in black,data/Real_Raw/256/FRAMES/frame_0001.jpg,"A first-person view of a magnetic drawing board completely covered in black, with the restore slider being slowly pushed. The camera smoothly pans to the left, causing the drawing board to gradually exit the field of view. The camera then pans back to the right, and the drawing board re-enters the frame, revealing that the black surface has been wiped clean and the drawing board has returned to its original white color."
257,a plate filled,data/Real_Raw/257/FRAMES/frame_0001.jpg,"A first-person view of a plate filled with purple liquid with a heat-soaked bottle being placed inside. The camera smoothly pans to the left, causing the plate to gradually exit the field of view. The camera then pans back to the right, and the plate re-enters the frame, revealing that the bottle has drawn in a visible amount of purple liquid as the air inside cooled and contracted."
259,a transparent cup,data/Real_Raw/259/FRAMES/frame_0001.jpg,"A first-person view of a transparent cup with fruit punch powder inside, with water being poured in. The camera smoothly tilts upward, causing the cup to gradually exit the field of view. The camera then tilts back down, and the cup re-enters the frame, revealing that the fruit punch powder has dissolved and the cup now contains a larger amount of colored liquid."
260,a transparent cup,data/Real_Raw/260/FRAMES/frame_0001.jpg,"A first-person view of a transparent cup with fruit punch powder inside, with water being poured in. The camera smoothly pans to the right, causing the cup to gradually exit the field of view. The camera then pans back to the left, and the cup re-enters the frame, revealing that the fruit punch powder has dissolved and the cup now contains a larger amount of colored liquid."
261,a measuring cup of purple cabbage juice,data/Real_Raw/261/FRAMES/frame_0001.jpg,"A first-person view of a measuring cup of purple cabbage juice on a table with white vinegar being poured in. The camera smoothly tilts upward, causing the measuring cup to gradually exit the field of view. The camera then tilts back down, and the measuring cup re-enters the frame, revealing that the vinegar has reacted with the cabbage juice, turning the liquid from purple to a vivid pink or red color."
264,a pot of boiling water,data/Real_Raw/264/FRAMES/frame_0001.jpg,"A first-person view of a pot of boiling water with raw chicken breast being placed inside. The camera smoothly pans to the right, causing the pot to gradually exit the field of view. The camera then pans back to the left, and the pot re-enters the frame, revealing that the chicken breast has turned white and fully cooked in the boiling water."
268,a pot of hot cooking oil,data/Real_Raw/268/FRAMES/frame_0001.jpg,"A first-person view of a pot of hot cooking oil with dry vermicelli noodles being placed inside. The camera smoothly pans to the left, causing the pot to gradually exit the field of view. The camera then pans back to the right, and the pot re-enters the frame, revealing that the vermicelli has rapidly expanded and bent into a puffy, crispy mass from the hot oil."
269,a pot of hot cooking oil,data/Real_Raw/269/FRAMES/frame_0001.jpg,"A first-person view of a pot of hot cooking oil with dry vermicelli noodles being placed inside. The camera smoothly tilts upward, causing the pot to gradually exit the field of view. The camera then tilts back down, and the pot re-enters the frame, revealing that the vermicelli has rapidly expanded and bent into a puffy, crispy mass from the hot oil."
270,a transparent cup,data/Real_Raw/270/FRAMES/frame_0001.jpg,"A first-person view of a transparent cup with fruit punch powder inside, with water being poured in. The camera smoothly pans to the left, causing the cup to gradually exit the field of view. The camera then pans back to the right, and the cup re-enters the frame, revealing that the fruit punch powder has dissolved and the cup now contains a larger amount of colored liquid."
272,a pot of hot cooking oil,data/Real_Raw/272/FRAMES/frame_0001.jpg,"A first-person view of a pot of hot cooking oil with raw pork pieces being placed inside. The camera smoothly tilts upward, causing the pot to gradually exit the field of view. The camera then tilts back down, and the pot re-enters the frame, revealing that the pork pieces have fully cooked and turned white in the hot oil."
273,a measuring cup of purple cabbage juice,data/Real_Raw/273/FRAMES/frame_0001.jpg,"A first-person view of a measuring cup of purple cabbage juice on a table with white vinegar being poured in. The camera smoothly pans to the left, causing the measuring cup to gradually exit the field of view. The camera then pans back to the right, and the measuring cup re-enters the frame, revealing that the vinegar has reacted with the cabbage juice, turning the liquid from purple to a vivid pink or red color."
